BNK금융지주,138930,2023.02.18,8
BNK금융지주,138930,2023.02.17,9
BNK금융지주,138930,2023.02.16,20
BNK금융지주,138930,2023.02.15,22
BNK금융지주,138930,2023.02.14,10
BNK금융지주,138930,2023.02.13,4
BNK금융지주,138930,2023.02.12,1
BNK금융지주,138930,2023.02.11,2
BNK금융지주,138930,2023.02.10,5
BNK금융지주,138930,2023.02.09,15
BNK금융지주,138930,2023.02.08,11
BNK금융지주,138930,2023.02.07,12
BNK금융지주,138930,2023.02.06,13
BNK금융지주,138930,2023.02.05,3
BNK금융지주,138930,2023.02.04,1
BNK금융지주,138930,2023.02.03,13
BNK금융지주,138930,2023.02.02,44
BNK금융지주,138930,2023.02.01,12
BNK금융지주,138930,2023.01.31,14
BNK금융지주,138930,2023.01.30,4
BNK금융지주,138930,2023.01.29,1
BNK금융지주,138930,2023.01.27,8
BNK금융지주,138930,2023.01.26,4
BNK금융지주,138930,2023.01.25,7
BNK금융지주,138930,2023.01.24,2
BNK금융지주,138930,2023.01.22,2
BNK금융지주,138930,2023.01.21,3
BNK금융지주,138930,2023.01.20,23
BNK금융지주,138930,2023.01.19,24
BNK금융지주,138930,2023.01.18,15
BNK금융지주,138930,2023.01.17,9
BNK금융지주,138930,2023.01.16,15
BNK금융지주,138930,2023.01.15,3
BNK금융지주,138930,2023.01.14,6
BNK금융지주,138930,2023.01.13,18
BNK금융지주,138930,2023.01.12,11
BNK금융지주,138930,2023.01.11,8
BNK금융지주,138930,2023.01.10,12
BNK금융지주,138930,2023.01.09,12
BNK금융지주,138930,2023.01.08,1
BNK금융지주,138930,2023.01.07,2
BNK금융지주,138930,2023.01.06,12
BNK금융지주,138930,2023.01.05,11
BNK금융지주,138930,2023.01.04,6
BNK금융지주,138930,2023.01.03,9
BNK금융지주,138930,2023.01.02,17
BNK금융지주,138930,2023.01.01,1
BNK금융지주,138930,2022.12.30,3
BNK금융지주,138930,2022.12.29,15
BNK금융지주,138930,2022.12.28,36
BNK금융지주,138930,2022.12.27,22
BNK금융지주,138930,2022.12.26,7
BNK금융지주,138930,2022.12.25,1
BNK금융지주,138930,2022.12.24,1
BNK금융지주,138930,2022.12.23,7
BNK금융지주,138930,2022.12.22,11
BNK금융지주,138930,2022.12.21,9
BNK금융지주,138930,2022.12.20,9
BNK금융지주,138930,2022.12.19,6
BNK금융지주,138930,2022.12.17,1
BNK금융지주,138930,2022.12.16,7
